series_id,Channel,Category,Customer Segment,Forecast Week,Forecast
ECOM B2B|FP|Top Account,ECOM B2B,FP,Top Account,2025-04-21,10.377373706599101
ECOM B2B|Thunder|Top Account,ECOM B2B,Thunder,Top Account,2025-04-21,10.775727660676438
ECOM B2C|1 Jar|Key Account,ECOM B2C,1 Jar,Key Account,2025-04-21,0.2697474119533729
ECOM B2C|2 Jars|Key Account,ECOM B2C,2 Jars,Key Account,2025-04-21,24.701447748900332
ECOM B2C|Gift Combos|Key Account,ECOM B2C,Gift Combos,Key Account,2025-04-21,24.81876637114305
ECOM B2C|NB Smart 2 Jar|Key Account,ECOM B2C,NB Smart 2 Jar,Key Account,2025-04-21,17.09798618205579
ECOM B2C|Thunder|Key Account,ECOM B2C,Thunder,Key Account,2025-04-21,0.2697474119533729
ECOM B2C|1 Jar|Regular,ECOM B2C,1 Jar,Regular,2025-04-21,491.8070948367754
ECOM B2C|2 Jars|Regular,ECOM B2C,2 Jars,Regular,2025-04-21,528.337835464178
ECOM B2C|Gift Combos|Regular,ECOM B2C,Gift Combos,Regular,2025-04-21,438.21258278980577
ECOM B2C|NB Smart 2 Jar|Regular,ECOM B2C,NB Smart 2 Jar,Regular,2025-04-21,0.21655213046146624
ECOM B2C|Thunder|Regular,ECOM B2C,Thunder,Regular,2025-04-21,184.90319715165128
Export|1 Jar|Key Account,Export,1 Jar,Key Account,2025-04-21,43.77377102147179
Export|2 Jars|Key Account,Export,2 Jars,Key Account,2025-04-21,0.26814423393054104
Export|CKM|Key Account,Export,CKM,Key Account,2025-04-21,17.59621654704536
Export|1 Jar|Regular,Export,1 Jar,Regular,2025-04-21,33.865260878327035
Export|2 Jars|Regular,Export,2 Jars,Regular,2025-04-21,24.398445921684417
Export|CKM|Regular,Export,CKM,Regular,2025-04-21,0.26976764688590227
Export|1 Jar|Top Account,Export,1 Jar,Top Account,2025-04-21,23.42073234224688
Export|2 Jars|Top Account,Export,2 Jars,Top Account,2025-04-21,18.4876685925666
Export|CKM|Top Account,Export,CKM,Top Account,2025-04-21,5.497968037392765
GT|1 Jar|Key Account,GT,1 Jar,Key Account,2025-04-21,588.4186137014616
GT|2 Jars|Key Account,GT,2 Jars,Key Account,2025-04-21,416.1772788690798
GT|3 Jars|Key Account,GT,3 Jars,Key Account,2025-04-21,197.4818004308563
GT|CKM|Key Account,GT,CKM,Key Account,2025-04-21,283.45085005409925
GT|FP|Key Account,GT,FP,Key Account,2025-04-21,83.06571109769553
GT|1 Jar|Regular,GT,1 Jar,Regular,2025-04-21,1858.0793602394124
GT|2 Jars|Regular,GT,2 Jars,Regular,2025-04-21,1019.2947670002153
GT|3 Jars|Regular,GT,3 Jars,Regular,2025-04-21,445.1226613520838
GT|CKM|Regular,GT,CKM,Regular,2025-04-21,526.3357282663982
GT|FP|Regular,GT,FP,Regular,2025-04-21,209.9205641774324
GT|1 Jar|Top Account,GT,1 Jar,Top Account,2025-04-21,118.12763419178935
GT|2 Jars|Top Account,GT,2 Jars,Top Account,2025-04-21,106.98602785293008
GT|3 Jars|Top Account,GT,3 Jars,Top Account,2025-04-21,34.75196814088503
GT|CKM|Top Account,GT,CKM,Top Account,2025-04-21,46.014567046643585
GT|FP|Top Account,GT,FP,Top Account,2025-04-21,15.59895036118758
MT|1 Jar|Key Account,MT,1 Jar,Key Account,2025-04-21,435.0123464103441
MT|2 Jars|Key Account,MT,2 Jars,Key Account,2025-04-21,510.6633112649747
MT|3 Jars|Key Account,MT,3 Jars,Key Account,2025-04-21,262.91734533354884
MT|CKM|Key Account,MT,CKM,Key Account,2025-04-21,506.689139553274
MT|Thunder|Key Account,MT,Thunder,Key Account,2025-04-21,224.37365825051282
MT|1 Jar|Regular,MT,1 Jar,Regular,2025-04-21,571.9036444291676
MT|2 Jars|Regular,MT,2 Jars,Regular,2025-04-21,825.3338682033607
MT|3 Jars|Regular,MT,3 Jars,Regular,2025-04-21,313.56144299270153
MT|CKM|Regular,MT,CKM,Regular,2025-04-21,455.4694306393274
MT|Thunder|Regular,MT,Thunder,Regular,2025-04-21,357.0514444441964
MT|1 Jar|Top Account,MT,1 Jar,Top Account,2025-04-21,102.52714058965783
MT|2 Jars|Top Account,MT,2 Jars,Top Account,2025-04-21,0.23508136556396547
MT|3 Jars|Top Account,MT,3 Jars,Top Account,2025-04-21,67.16973448845236
MT|CKM|Top Account,MT,CKM,Top Account,2025-04-21,110.89134833508936
MT|Thunder|Top Account,MT,Thunder,Top Account,2025-04-21,56.492522313696504
Others|1 Jar|Key Account,Others,1 Jar,Key Account,2025-04-21,14.96915166283181
Others|2 Jars|Key Account,Others,2 Jars,Key Account,2025-04-21,10.087925990024928
Others|CKM|Key Account,Others,CKM,Key Account,2025-04-21,5.854223054066623
Others|1 Jar|Regular,Others,1 Jar,Regular,2025-04-21,0.25485427463150356
Others|2 Jars|Regular,Others,2 Jars,Regular,2025-04-21,0.268226865624672
Others|CKM|Regular,Others,CKM,Regular,2025-04-21,41.62515455864872
Others|1 Jar|Top Account,Others,1 Jar,Top Account,2025-04-21,4.203008191612363
Others|2 Jars|Top Account,Others,2 Jars,Top Account,2025-04-21,0.2680551828871749
Others|CKM|Top Account,Others,CKM,Top Account,2025-04-21,2.727069106302171
Website|1 Jar|Key Account,Website,1 Jar,Key Account,2025-04-21,0.268652665377062
Website|2 Jars|Key Account,Website,2 Jars,Key Account,2025-04-21,6.81843334967836
Website|Gift Combos|Key Account,Website,Gift Combos,Key Account,2025-04-21,0.2680551828871749
Website|NB Smart 2 Jar|Key Account,Website,NB Smart 2 Jar,Key Account,2025-04-21,4.53956769618523
Website|1 Jar|Regular,Website,1 Jar,Regular,2025-04-21,143.04137785575
Website|2 Jars|Regular,Website,2 Jars,Regular,2025-04-21,143.7610841488194
Website|Gift Combos|Regular,Website,Gift Combos,Regular,2025-04-21,100.9282159873588
Website|NB Smart 2 Jar|Regular,Website,NB Smart 2 Jar,Regular,2025-04-21,67.86106316655619
CG|1 Jar|Key Account,CG,1 Jar,Key Account,2025-04-28,202.05117375788572
CG|2 Jars|Key Account,CG,2 Jars,Key Account,2025-04-28,385.63565657060525
CG|3 Jars|Key Account,CG,3 Jars,Key Account,2025-04-28,0.2670478019698785
CG|CKM|Key Account,CG,CKM,Key Account,2025-04-28,267.5854728364908
CG|NB Smart 2 Jar|Key Account,CG,NB Smart 2 Jar,Key Account,2025-04-28,189.82517159765234
CG|1 Jar|Regular,CG,1 Jar,Regular,2025-04-28,284.41916883855123
CG|2 Jars|Regular,CG,2 Jars,Regular,2025-04-28,494.8033792145651
CG|3 Jars|Regular,CG,3 Jars,Regular,2025-04-28,181.09603317548442
CG|CKM|Regular,CG,CKM,Regular,2025-04-28,327.2854698276018
CG|NB Smart 2 Jar|Regular,CG,NB Smart 2 Jar,Regular,2025-04-28,244.49862337692025
CG|1 Jar|Top Account,CG,1 Jar,Top Account,2025-04-28,0.2670478019698785
CG|2 Jars|Top Account,CG,2 Jars,Top Account,2025-04-28,101.29795109454253
CG|3 Jars|Top Account,CG,3 Jars,Top Account,2025-04-28,42.05224091495599
CG|CKM|Top Account,CG,CKM,Top Account,2025-04-28,102.47403354534222
CG|NB Smart 2 Jar|Top Account,CG,NB Smart 2 Jar,Top Account,2025-04-28,59.16197188048997
Canteen|2 Jars|Key Account,Canteen,2 Jars,Key Account,2025-04-28,0.2670478019698785
Canteen|3 Jars|Key Account,Canteen,3 Jars,Key Account,2025-04-28,46.70588510797834
Canteen|CKM|Key Account,Canteen,CKM,Key Account,2025-04-28,26.892188416392337
Canteen|NB Smart 2 Jar|Key Account,Canteen,NB Smart 2 Jar,Key Account,2025-04-28,15.347993866957076
Canteen|2 Jars|Regular,Canteen,2 Jars,Regular,2025-04-28,0.2669922750657995
Canteen|3 Jars|Regular,Canteen,3 Jars,Regular,2025-04-28,454.7550228609665
Canteen|CKM|Regular,Canteen,CKM,Regular,2025-04-28,188.0848334169949
Canteen|NB Smart 2 Jar|Regular,Canteen,NB Smart 2 Jar,Regular,2025-04-28,195.63286024133407
Canteen|2 Jars|Top Account,Canteen,2 Jars,Top Account,2025-04-28,18.035258949443623
Canteen|3 Jars|Top Account,Canteen,3 Jars,Top Account,2025-04-28,10.440053571426278
Canteen|CKM|Top Account,Canteen,CKM,Top Account,2025-04-28,6.678683646105713
Canteen|NB Smart 2 Jar|Top Account,Canteen,NB Smart 2 Jar,Top Account,2025-04-28,4.791136812795845
DTH|1 Jar|Key Account,DTH,1 Jar,Key Account,2025-04-28,51.11004154121003
DTH|2 Jars|Key Account,DTH,2 Jars,Key Account,2025-04-28,40.63507375559388
DTH|CKM|Key Account,DTH,CKM,Key Account,2025-04-28,19.380614872895716
DTH|1 Jar|Regular,DTH,1 Jar,Regular,2025-04-28,405.19379645679055
DTH|2 Jars|Regular,DTH,2 Jars,Regular,2025-04-28,210.17002005616993
DTH|CKM|Regular,DTH,CKM,Regular,2025-04-28,128.27973138250903
DTH|1 Jar|Top Account,DTH,1 Jar,Top Account,2025-04-28,21.491357008504366
DTH|2 Jars|Top Account,DTH,2 Jars,Top Account,2025-04-28,12.951578436982848
DTH|CKM|Top Account,DTH,CKM,Top Account,2025-04-28,7.451835628086516
EBO|1 Jar|Key Account,EBO,1 Jar,Key Account,2025-04-28,107.65050289524575
EBO|2 Jars|Key Account,EBO,2 Jars,Key Account,2025-04-28,101.12723826912033
EBO|Blender|Key Account,EBO,Blender,Key Account,2025-04-28,79.78756463885297
EBO|CKM|Key Account,EBO,CKM,Key Account,2025-04-28,59.30064204223584
EBO|1 Jar|Regular,EBO,1 Jar,Regular,2025-04-28,343.1570750184401
EBO|2 Jars|Regular,EBO,2 Jars,Regular,2025-04-28,277.4301734475659
EBO|Blender|Regular,EBO,Blender,Regular,2025-04-28,212.73793266345913
EBO|CKM|Regular,EBO,CKM,Regular,2025-04-28,166.6734218402735
EBO|1 Jar|Top Account,EBO,1 Jar,Top Account,2025-04-28,23.8705921994952
EBO|2 Jars|Top Account,EBO,2 Jars,Top Account,2025-04-28,16.134267566363107
EBO|Blender|Top Account,EBO,Blender,Top Account,2025-04-28,16.542042183067693
EBO|CKM|Top Account,EBO,CKM,Top Account,2025-04-28,10.28470368805102
ECOM B2B|2 Jars|Key Account,ECOM B2B,2 Jars,Key Account,2025-04-28,138.43048849130903
ECOM B2B|CKM|Key Account,ECOM B2B,CKM,Key Account,2025-04-28,124.72332075614995
ECOM B2B|FP|Key Account,ECOM B2B,FP,Key Account,2025-04-28,71.33882121560158
ECOM B2B|Thunder|Key Account,ECOM B2B,Thunder,Key Account,2025-04-28,59.363739778479975
ECOM B2B|2 Jars|Regular,ECOM B2B,2 Jars,Regular,2025-04-28,0.2669922750657995
ECOM B2B|CKM|Regular,ECOM B2B,CKM,Regular,2025-04-28,99.0065201364247
ECOM B2B|FP|Regular,ECOM B2B,FP,Regular,2025-04-28,47.26159525680594
ECOM B2B|Thunder|Regular,ECOM B2B,Thunder,Regular,2025-04-28,54.89935449478225
ECOM B2B|2 Jars|Top Account,ECOM B2B,2 Jars,Top Account,2025-04-28,33.12325727933315
ECOM B2B|CKM|Top Account,ECOM B2B,CKM,Top Account,2025-04-28,24.252345321914756
ECOM B2B|FP|Top Account,ECOM B2B,FP,Top Account,2025-04-28,10.475629185824939
ECOM B2B|Thunder|Top Account,ECOM B2B,Thunder,Top Account,2025-04-28,10.60466912342589
ECOM B2C|1 Jar|Key Account,ECOM B2C,1 Jar,Key Account,2025-04-28,0.2687286945977744
ECOM B2C|2 Jars|Key Account,ECOM B2C,2 Jars,Key Account,2025-04-28,25.039103708292423
ECOM B2C|Gift Combos|Key Account,ECOM B2C,Gift Combos,Key Account,2025-04-28,24.935547386262627
ECOM B2C|NB Smart 2 Jar|Key Account,ECOM B2C,NB Smart 2 Jar,Key Account,2025-04-28,17.145068669622983
ECOM B2C|Thunder|Key Account,ECOM B2C,Thunder,Key Account,2025-04-28,0.2687286945977744
ECOM B2C|1 Jar|Regular,ECOM B2C,1 Jar,Regular,2025-04-28,499.66236260176447
ECOM B2C|2 Jars|Regular,ECOM B2C,2 Jars,Regular,2025-04-28,548.8374614837654
ECOM B2C|Gift Combos|Regular,ECOM B2C,Gift Combos,Regular,2025-04-28,433.6811810860015
ECOM B2C|NB Smart 2 Jar|Regular,ECOM B2C,NB Smart 2 Jar,Regular,2025-04-28,0.2669922750657995
ECOM B2C|Thunder|Regular,ECOM B2C,Thunder,Regular,2025-04-28,179.1987556415683
Export|1 Jar|Key Account,Export,1 Jar,Key Account,2025-04-28,44.01544359330097
Export|2 Jars|Key Account,Export,2 Jars,Key Account,2025-04-28,0.2670478019698785
Export|CKM|Key Account,Export,CKM,Key Account,2025-04-28,17.674716007129998
Export|1 Jar|Regular,Export,1 Jar,Regular,2025-04-28,37.28688421499042
Export|2 Jars|Regular,Export,2 Jars,Regular,2025-04-28,24.44258687659889
Export|CKM|Regular,Export,CKM,Regular,2025-04-28,0.2686728181878652
Export|1 Jar|Top Account,Export,1 Jar,Top Account,2025-04-28,23.581967052624595
Export|2 Jars|Top Account,Export,2 Jars,Top Account,2025-04-28,18.581153381649393
Export|CKM|Top Account,Export,CKM,Top Account,2025-04-28,6.399085746720459
GT|1 Jar|Key Account,GT,1 Jar,Key Account,2025-04-28,582.2145050014586
GT|2 Jars|Key Account,GT,2 Jars,Key Account,2025-04-28,421.9725679763416
GT|3 Jars|Key Account,GT,3 Jars,Key Account,2025-04-28,209.00848572034997
GT|CKM|Key Account,GT,CKM,Key Account,2025-04-28,263.5342515194723
GT|FP|Key Account,GT,FP,Key Account,2025-04-28,85.3974463673747
GT|1 Jar|Regular,GT,1 Jar,Regular,2025-04-28,1859.5708675363658
GT|2 Jars|Regular,GT,2 Jars,Regular,2025-04-28,1055.2225328975774
GT|3 Jars|Regular,GT,3 Jars,Regular,2025-04-28,456.703655362472
GT|CKM|Regular,GT,CKM,Regular,2025-04-28,535.991458827032
GT|FP|Regular,GT,FP,Regular,2025-04-28,207.14490685576513
GT|1 Jar|Top Account,GT,1 Jar,Top Account,2025-04-28,117.73500077182739
GT|2 Jars|Top Account,GT,2 Jars,Top Account,2025-04-28,109.51289254552375
GT|3 Jars|Top Account,GT,3 Jars,Top Account,2025-04-28,34.32471521163078
GT|CKM|Top Account,GT,CKM,Top Account,2025-04-28,46.82462925841061
GT|FP|Top Account,GT,FP,Top Account,2025-04-28,15.403394519852533
MT|1 Jar|Key Account,MT,1 Jar,Key Account,2025-04-28,440.0765740213092
MT|2 Jars|Key Account,MT,2 Jars,Key Account,2025-04-28,523.1738437097318
MT|3 Jars|Key Account,MT,3 Jars,Key Account,2025-04-28,269.8920029089797
MT|CKM|Key Account,MT,CKM,Key Account,2025-04-28,533.6690208428155
MT|Thunder|Key Account,MT,Thunder,Key Account,2025-04-28,229.37537661931518
MT|1 Jar|Regular,MT,1 Jar,Regular,2025-04-28,586.0524055733673
MT|2 Jars|Regular,MT,2 Jars,Regular,2025-04-28,815.9896874298622
MT|3 Jars|Regular,MT,3 Jars,Regular,2025-04-28,304.5280763480812
MT|CKM|Regular,MT,CKM,Regular,2025-04-28,464.83734318532703
MT|Thunder|Regular,MT,Thunder,Regular,2025-04-28,363.4087578051597
MT|1 Jar|Top Account,MT,1 Jar,Top Account,2025-04-28,101.66181415062043
MT|2 Jars|Top Account,MT,2 Jars,Top Account,2025-04-28,0.2670478019698785
MT|3 Jars|Top Account,MT,3 Jars,Top Account,2025-04-28,66.18680436324227
MT|CKM|Top Account,MT,CKM,Top Account,2025-04-28,109.09481887329036
MT|Thunder|Top Account,MT,Thunder,Top Account,2025-04-28,60.473883945252275
Others|1 Jar|Key Account,Others,1 Jar,Key Account,2025-04-28,15.048548403078568
Others|2 Jars|Key Account,Others,2 Jars,Key Account,2025-04-28,10.154577046203508
Others|CKM|Key Account,Others,CKM,Key Account,2025-04-28,5.760977963342861
Others|1 Jar|Regular,Others,1 Jar,Regular,2025-04-28,0.2669922750657995
Others|2 Jars|Regular,Others,2 Jars,Regular,2025-04-28,0.2669922750657995
Others|CKM|Regular,Others,CKM,Regular,2025-04-28,41.94494389357516
Others|1 Jar|Top Account,Others,1 Jar,Top Account,2025-04-28,4.477290087660867
Others|2 Jars|Top Account,Others,2 Jars,Top Account,2025-04-28,0.2687286945977744
Others|CKM|Top Account,Others,CKM,Top Account,2025-04-28,3.206285596673644
Website|1 Jar|Key Account,Website,1 Jar,Key Account,2025-04-28,0.2687286945977744
Website|2 Jars|Key Account,Website,2 Jars,Key Account,2025-04-28,6.717293034045635
Website|Gift Combos|Key Account,Website,Gift Combos,Key Account,2025-04-28,0.2687286945977744
Website|NB Smart 2 Jar|Key Account,Website,NB Smart 2 Jar,Key Account,2025-04-28,4.815542630138973
Website|1 Jar|Regular,Website,1 Jar,Regular,2025-04-28,146.75882819558316
Website|2 Jars|Regular,Website,2 Jars,Regular,2025-04-28,146.90125717984776
Website|Gift Combos|Regular,Website,Gift Combos,Regular,2025-04-28,100.39361803664765
Website|NB Smart 2 Jar|Regular,Website,NB Smart 2 Jar,Regular,2025-04-28,69.33185607842621
CG|1 Jar|Key Account,CG,1 Jar,Key Account,2025-05-05,199.60356557998523
CG|2 Jars|Key Account,CG,2 Jars,Key Account,2025-05-05,383.0428056650851
CG|3 Jars|Key Account,CG,3 Jars,Key Account,2025-05-05,0.2663785030616031
CG|CKM|Key Account,CG,CKM,Key Account,2025-05-05,274.78113537469744
CG|NB Smart 2 Jar|Key Account,CG,NB Smart 2 Jar,Key Account,2025-05-05,188.7827379964509
CG|1 Jar|Regular,CG,1 Jar,Regular,2025-05-05,286.9434174608445
CG|2 Jars|Regular,CG,2 Jars,Regular,2025-05-05,501.79088456946175
CG|3 Jars|Regular,CG,3 Jars,Regular,2025-05-05,181.69598482510472
CG|CKM|Regular,CG,CKM,Regular,2025-05-05,328.73066992780434
CG|NB Smart 2 Jar|Regular,CG,NB Smart 2 Jar,Regular,2025-05-05,253.8356743261411
CG|1 Jar|Top Account,CG,1 Jar,Top Account,2025-05-05,0.2663785030616031
CG|2 Jars|Top Account,CG,2 Jars,Top Account,2025-05-05,104.09961841296527
CG|3 Jars|Top Account,CG,3 Jars,Top Account,2025-05-05,42.241134523449674
CG|CKM|Top Account,CG,CKM,Top Account,2025-05-05,108.22055683886049
CG|NB Smart 2 Jar|Top Account,CG,NB Smart 2 Jar,Top Account,2025-05-05,58.45058434971249
Canteen|2 Jars|Key Account,Canteen,2 Jars,Key Account,2025-05-05,0.2663785030616031
Canteen|3 Jars|Key Account,Canteen,3 Jars,Key Account,2025-05-05,46.49490046600786
Canteen|CKM|Key Account,Canteen,CKM,Key Account,2025-05-05,27.744712923867038
Canteen|NB Smart 2 Jar|Key Account,Canteen,NB Smart 2 Jar,Key Account,2025-05-05,15.347993866957076
Canteen|2 Jars|Regular,Canteen,2 Jars,Regular,2025-05-05,0.2669922750657995
Canteen|3 Jars|Regular,Canteen,3 Jars,Regular,2025-05-05,460.18105620808916
Canteen|CKM|Regular,Canteen,CKM,Regular,2025-05-05,182.78944398157432
Canteen|NB Smart 2 Jar|Regular,Canteen,NB Smart 2 Jar,Regular,2025-05-05,206.04822630397408
Canteen|2 Jars|Top Account,Canteen,2 Jars,Top Account,2025-05-05,18.035258949443623
Canteen|3 Jars|Top Account,Canteen,3 Jars,Top Account,2025-05-05,10.478239322938627
Canteen|CKM|Top Account,Canteen,CKM,Top Account,2025-05-05,7.259006199972531
Canteen|NB Smart 2 Jar|Top Account,Canteen,NB Smart 2 Jar,Top Account,2025-05-05,5.016853219967757
DTH|1 Jar|Key Account,DTH,1 Jar,Key Account,2025-05-05,49.791060483094995
DTH|2 Jars|Key Account,DTH,2 Jars,Key Account,2025-05-05,41.20894717249117
DTH|CKM|Key Account,DTH,CKM,Key Account,2025-05-05,20.306186854964697
DTH|1 Jar|Regular,DTH,1 Jar,Regular,2025-05-05,426.8266287152287
DTH|2 Jars|Regular,DTH,2 Jars,Regular,2025-05-05,212.7415066925617
DTH|CKM|Regular,DTH,CKM,Regular,2025-05-05,129.0875079696032
DTH|1 Jar|Top Account,DTH,1 Jar,Top Account,2025-05-05,21.352223591614294
DTH|2 Jars|Top Account,DTH,2 Jars,Top Account,2025-05-05,13.063309733120684
DTH|CKM|Top Account,DTH,CKM,Top Account,2025-05-05,7.757728466543638
EBO|1 Jar|Key Account,EBO,1 Jar,Key Account,2025-05-05,109.72876948175471
EBO|2 Jars|Key Account,EBO,2 Jars,Key Account,2025-05-05,105.17512958681644
EBO|Blender|Key Account,EBO,Blender,Key Account,2025-05-05,79.79667078917248
EBO|CKM|Key Account,EBO,CKM,Key Account,2025-05-05,61.10831371027493
EBO|1 Jar|Regular,EBO,1 Jar,Regular,2025-05-05,345.5407663708042
EBO|2 Jars|Regular,EBO,2 Jars,Regular,2025-05-05,282.4011788919446
EBO|Blender|Regular,EBO,Blender,Regular,2025-05-05,212.7632240494381
EBO|CKM|Regular,EBO,CKM,Regular,2025-05-05,172.72506560589463
EBO|1 Jar|Top Account,EBO,1 Jar,Top Account,2025-05-05,24.146894221987818
EBO|2 Jars|Top Account,EBO,2 Jars,Top Account,2025-05-05,16.10893744048642
EBO|Blender|Top Account,EBO,Blender,Top Account,2025-05-05,16.900322626416425
EBO|CKM|Top Account,EBO,CKM,Top Account,2025-05-05,10.600370126774223
ECOM B2B|2 Jars|Key Account,ECOM B2B,2 Jars,Key Account,2025-05-05,138.21834040110198
ECOM B2B|CKM|Key Account,ECOM B2B,CKM,Key Account,2025-05-05,131.1287330989687
ECOM B2B|FP|Key Account,ECOM B2B,FP,Key Account,2025-05-05,72.48167427520296
ECOM B2B|Thunder|Key Account,ECOM B2B,Thunder,Key Account,2025-05-05,62.65087720140457
ECOM B2B|2 Jars|Regular,ECOM B2B,2 Jars,Regular,2025-05-05,0.2669922750657995
ECOM B2B|CKM|Regular,ECOM B2B,CKM,Regular,2025-05-05,103.93908852280765
ECOM B2B|FP|Regular,ECOM B2B,FP,Regular,2025-05-05,47.45069174249371
ECOM B2B|Thunder|Regular,ECOM B2B,Thunder,Regular,2025-05-05,56.4090766298441
ECOM B2B|2 Jars|Top Account,ECOM B2B,2 Jars,Top Account,2025-05-05,33.49413444445404
ECOM B2B|CKM|Top Account,ECOM B2B,CKM,Top Account,2025-05-05,24.55822921561491
ECOM B2B|FP|Top Account,ECOM B2B,FP,Top Account,2025-05-05,10.980585392501917
ECOM B2B|Thunder|Top Account,ECOM B2B,Thunder,Top Account,2025-05-05,10.775727660676438
ECOM B2C|1 Jar|Key Account,ECOM B2C,1 Jar,Key Account,2025-05-05,0.2680551828871749
ECOM B2C|2 Jars|Key Account,ECOM B2C,2 Jars,Key Account,2025-05-05,25.11178307289929
ECOM B2C|Gift Combos|Key Account,ECOM B2C,Gift Combos,Key Account,2025-05-05,24.403145547274743
ECOM B2C|NB Smart 2 Jar|Key Account,ECOM B2C,NB Smart 2 Jar,Key Account,2025-05-05,17.292688067619316
ECOM B2C|Thunder|Key Account,ECOM B2C,Thunder,Key Account,2025-05-05,0.2680551828871749
ECOM B2C|1 Jar|Regular,ECOM B2C,1 Jar,Regular,2025-05-05,514.2452986402649
ECOM B2C|2 Jars|Regular,ECOM B2C,2 Jars,Regular,2025-05-05,561.1839515241571
ECOM B2C|Gift Combos|Regular,ECOM B2C,Gift Combos,Regular,2025-05-05,440.56219194206955
ECOM B2C|NB Smart 2 Jar|Regular,ECOM B2C,NB Smart 2 Jar,Regular,2025-05-05,0.2669922750657995
ECOM B2C|Thunder|Regular,ECOM B2C,Thunder,Regular,2025-05-05,177.44854071108963
Export|1 Jar|Key Account,Export,1 Jar,Key Account,2025-05-05,44.388015100946284
Export|2 Jars|Key Account,Export,2 Jars,Key Account,2025-05-05,0.2680551828871749
Export|CKM|Key Account,Export,CKM,Key Account,2025-05-05,17.578514258802837
Export|1 Jar|Regular,Export,1 Jar,Regular,2025-05-05,37.92179309679233
Export|2 Jars|Regular,Export,2 Jars,Regular,2025-05-05,24.899630678336973
Export|CKM|Regular,Export,CKM,Regular,2025-05-05,0.2686728181878652
Export|1 Jar|Top Account,Export,1 Jar,Top Account,2025-05-05,23.672971943937817
Export|2 Jars|Top Account,Export,2 Jars,Top Account,2025-05-05,19.337327469674445
Export|CKM|Top Account,Export,CKM,Top Account,2025-05-05,6.4475278923044295
GT|1 Jar|Key Account,GT,1 Jar,Key Account,2025-05-05,598.0663044408475
GT|2 Jars|Key Account,GT,2 Jars,Key Account,2025-05-05,447.9474544019978
GT|3 Jars|Key Account,GT,3 Jars,Key Account,2025-05-05,214.23696751727888
GT|CKM|Key Account,GT,CKM,Key Account,2025-05-05,269.60057920200774
GT|FP|Key Account,GT,FP,Key Account,2025-05-05,85.5976454789866
GT|1 Jar|Regular,GT,1 Jar,Regular,2025-05-05,1901.9656370846196
GT|2 Jars|Regular,GT,2 Jars,Regular,2025-05-05,1084.97233982192
GT|3 Jars|Regular,GT,3 Jars,Regular,2025-05-05,456.92887379780524
GT|CKM|Regular,GT,CKM,Regular,2025-05-05,535.8798829852265
GT|FP|Regular,GT,FP,Regular,2025-05-05,202.49664164217154
GT|1 Jar|Top Account,GT,1 Jar,Top Account,2025-05-05,118.36908538845617
GT|2 Jars|Top Account,GT,2 Jars,Top Account,2025-05-05,113.0559583696753
GT|3 Jars|Top Account,GT,3 Jars,Top Account,2025-05-05,36.60146354204212
GT|CKM|Top Account,GT,CKM,Top Account,2025-05-05,47.92644902313998
GT|FP|Top Account,GT,FP,Top Account,2025-05-05,15.349055226190377
MT|1 Jar|Key Account,MT,1 Jar,Key Account,2025-05-05,441.78416049774756
MT|2 Jars|Key Account,MT,2 Jars,Key Account,2025-05-05,501.03123655626825
MT|3 Jars|Key Account,MT,3 Jars,Key Account,2025-05-05,281.3983652127355
MT|CKM|Key Account,MT,CKM,Key Account,2025-05-05,530.2811422326038
MT|Thunder|Key Account,MT,Thunder,Key Account,2025-05-05,234.22226551694226
MT|1 Jar|Regular,MT,1 Jar,Regular,2025-05-05,581.1413375665525
MT|2 Jars|Regular,MT,2 Jars,Regular,2025-05-05,812.3467993408817
MT|3 Jars|Regular,MT,3 Jars,Regular,2025-05-05,314.9420682893245
MT|CKM|Regular,MT,CKM,Regular,2025-05-05,464.585978167427
MT|Thunder|Regular,MT,Thunder,Regular,2025-05-05,364.2178457629632
MT|1 Jar|Top Account,MT,1 Jar,Top Account,2025-05-05,102.01338821671398
MT|2 Jars|Top Account,MT,2 Jars,Top Account,2025-05-05,0.2663785030616031
MT|3 Jars|Top Account,MT,3 Jars,Top Account,2025-05-05,69.26504371549704
MT|CKM|Top Account,MT,CKM,Top Account,2025-05-05,106.2257113652171
MT|Thunder|Top Account,MT,Thunder,Top Account,2025-05-05,60.97004378412357
Others|1 Jar|Key Account,Others,1 Jar,Key Account,2025-05-05,15.136783118868218
Others|2 Jars|Key Account,Others,2 Jars,Key Account,2025-05-05,9.924758084860283
Others|CKM|Key Account,Others,CKM,Key Account,2025-05-05,6.46848451492587
Others|1 Jar|Regular,Others,1 Jar,Regular,2025-05-05,0.2669922750657995
Others|2 Jars|Regular,Others,2 Jars,Regular,2025-05-05,0.2669922750657995
Others|CKM|Regular,Others,CKM,Regular,2025-05-05,42.305378185869245
Others|1 Jar|Top Account,Others,1 Jar,Top Account,2025-05-05,4.477290087660867
Others|2 Jars|Top Account,Others,2 Jars,Top Account,2025-05-05,0.2680551828871749
Others|CKM|Top Account,Others,CKM,Top Account,2025-05-05,3.625251309642887
Website|1 Jar|Key Account,Website,1 Jar,Key Account,2025-05-05,0.2680551828871749
Website|2 Jars|Key Account,Website,2 Jars,Key Account,2025-05-05,7.497427660213532
Website|Gift Combos|Key Account,Website,Gift Combos,Key Account,2025-05-05,0.2680551828871749
