H,series_id,MAE,MAPE,sMAPE
1,EBO|1 Jar|Top Account,1.8780607336243618,6.6965823112520475,6.485933620215333
1,MT|1 Jar|Regular,51.60567771165607,8.177289505652835,7.8837050125883295
1,Export|2 Jars|Top Account,1.9566757190966455,9.10730221889927,8.898419044828833
1,ECOM B2B|CKM|Key Account,12.143702319079116,9.13387603707527,9.321326856600164
1,EBO|2 Jars|Key Account,11.036702626242514,9.294470254152227,9.513090523908179
1,Others|1 Jar|Key Account,1.7641066653299526,9.347184498610117,9.521196091121825
1,MT|2 Jars|Key Account,71.52782895134841,9.379910217078539,9.673581785101284
1,CG|CKM|Regular,43.241684489095654,9.407100496954213,8.99785490493075
1,ECOM B2C|1 Jar|Regular,59.21500007838087,10.149689997985973,10.883602309941487
1,ECOM B2C|NB Smart 2 Jar|Regular,42.55685369537419,10.237384359664173,10.07229898173287
1,GT|3 Jars|Key Account,24.32214143082462,10.258095179251658,10.46806102324722
1,ECOM B2B|FP|Top Account,1.4704208166794668,10.290886625313506,9.992068162645475
1,Website|2 Jars|Regular,15.54499967547045,10.542230971093854,10.614650102988639
1,GT|2 Jars|Top Account,12.253080190773302,10.607331135706335,10.954622483830002
1,Export|CKM|Key Account,2.7925284722013277,10.668570025561792,11.026516050600971
1,ECOM B2C|2 Jars|Regular,69.18204982808643,10.73061892814125,11.198276659341392
1,Website|Gift Combos|Regular,13.793715048905888,10.933529018214038,10.82894478041914
1,CG|3 Jars|Regular,21.595706690467306,11.044982349717403,10.412666183267897
1,DTH|2 Jars|Top Account,1.803891564982281,11.308237684546818,11.766152121548044
1,GT|1 Jar|Top Account,16.886887612464374,11.43130935972989,11.274856651868426
1,EBO|Blender|Top Account,2.1749168421507137,11.518254797435917,10.946716157369414
1,EBO|1 Jar|Regular,37.63395470747238,11.736150853573958,10.623034855720192
1,Canteen|2 Jars|Top Account,2.514881000630501,11.870795072191274,11.36801875499933
1,Export|2 Jars|Key Account,7.1960659305689525,11.90092167708511,12.044098492820199
1,ECOM B2B|CKM|Top Account,3.593953763431837,12.344183083646953,12.869773665214195
1,Website|Gift Combos|Key Account,0.6824763333623858,12.395848296949769,10.999312431583208
1,CG|CKM|Key Account,46.072296595839376,12.427846589166938,12.386573586352942
1,EBO|2 Jars|Top Account,2.7407906131135062,12.527438372683347,12.298492868271378
1,ECOM B2B|Thunder|Regular,8.027482498695617,12.896042916525932,13.569062890128276
1,CG|CKM|Top Account,12.722337588417256,12.916227931464078,13.746532308607385
1,DTH|CKM|Key Account,3.405042637126182,12.952871178658606,12.315054954766943
1,MT|3 Jars|Regular,44.391069284910394,13.10942936685701,12.79028671734855
1,CG|2 Jars|Top Account,16.690341154665873,13.135732175562994,13.245547449017698
1,Canteen|CKM|Regular,44.46525784687331,13.312956064144062,13.472902872490131
1,Others|CKM|Regular,7.059688413587359,13.317663362292475,12.887247480529556
1,MT|Thunder|Top Account,8.463239682541207,13.502017801045357,12.838875071500205
1,Canteen|CKM|Key Account,3.7637301635749383,13.661380547308724,12.475881991492829
1,MT|1 Jar|Key Account,73.35381134543479,13.693705160061171,13.830930516284717
1,Canteen|CKM|Top Account,1.0433316912917276,14.150808548812751,12.841704324349589
1,CG|2 Jars|Regular,73.80710002013777,14.296839421933822,13.549981730001107
1,GT|FP|Key Account,16.806906759137693,14.588967942597533,15.18732640865201
1,CG|3 Jars|Top Account,6.16441891081881,14.930558138633218,12.986380141407084
1,MT|Thunder|Regular,54.191482600854016,14.93682631388128,15.20476290447674
1,MT|CKM|Regular,112.37602798806145,15.891279161384933,17.20338789473012
1,GT|2 Jars|Key Account,81.68925818238912,15.917975312939586,15.090548526645525
1,Website|1 Jar|Key Account,1.3744764037955177,16.10622984446173,14.047229489515162
1,GT|CKM|Regular,120.50124377737939,16.579314123850146,15.308257084221744
1,GT|1 Jar|Key Account,121.03886085212432,16.86790451969203,16.871993550583706
1,Canteen|NB Smart 2 Jar|Key Account,3.2936500582766652,17.016121710819846,16.48263341060899
1,ECOM B2B|FP|Key Account,11.390931454723813,17.152900510864182,18.26606137828172
1,Export|CKM|Top Account,1.43123647705642,18.76016255881945,16.099258153055032
1,ECOM B2C|NB Smart 2 Jar|Key Account,4.144139320823833,19.64482226967715,18.37916368517235
1,DTH|1 Jar|Top Account,5.969976737880165,21.33453193053095,19.492559324627663
1,ECOM B2C|2 Jars|Key Account,6.368176615671118,21.774982713834504,19.929972278436306
1,DTH|CKM|Regular,29.241158267151896,22.307030136892237,19.28776620187101
1,GT|3 Jars|Regular,152.16913947713113,22.362485500423272,34.85463658187603
1,DTH|2 Jars|Regular,60.222580930361715,22.726327774357316,23.89819466251725
1,Others|1 Jar|Top Account,1.0506366063023178,23.356238152350663,20.008453942752475
1,Canteen|3 Jars|Regular,136.15426325703152,24.655829112729062,37.58483880610031
1,Others|CKM|Key Account,1.8252421589160501,26.40900786120952,21.440177920976023
1,ECOM B2C|Gift Combos|Regular,155.44310714370602,27.553693333654124,39.228200397318254
1,Canteen|NB Smart 2 Jar|Top Account,1.3389824054520703,30.988786369723982,25.615435619597694
1,Others|2 Jars|Top Account,0.922298631056282,32.347837949670016,26.222154295889734
1,Others|CKM|Top Account,1.350224110953984,35488724.41263839,76.75876854937947
1,Website|NB Smart 2 Jar|Key Account,2.2316537139325847,116152220.12780365,81.39069355816406
1,DTH|CKM|Top Account,3.5738154613007813,120392892.68997742,85.75577599268766
1,Export|CKM|Regular,2.9278515850745945,168457348.6097036,58.89211569793004
1,Canteen|3 Jars|Top Account,5.0396248271012,169452230.85110942,63.72061690406898
1,Others|2 Jars|Key Account,4.775021800280284,175176203.9129242,61.4357968998252
1,ECOM B2B|Thunder|Top Account,4.404665810945842,192250044.46179584,49.58608623767285
1,Website|2 Jars|Key Account,4.49107114348664,228046270.9124364,97.37085285494081
1,GT|FP|Top Account,7.080360155274402,254408161.98338675,59.985708580195976
1,EBO|CKM|Top Account,7.9498715280533805,345412468.6295788,105.71980162572927
1,Export|1 Jar|Top Account,9.114843094520078,352698715.5150749,60.429898845395556
1,ECOM B2C|Gift Combos|Key Account,10.321713439705363,407781090.2369205,57.65168878166009
1,ECOM B2C|1 Jar|Key Account,11.419441476226142,421058677.6316203,61.72055600227681
1,ECOM B2B|2 Jars|Top Account,7.776530390360048,422225119.9336037,35.109147036946254
1,Export|2 Jars|Regular,10.631652253477744,436071387.3867957,55.22850686640051
1,ECOM B2C|Thunder|Key Account,9.038174325761645,474377642.71048063,103.1272274768224
1,Export|1 Jar|Regular,12.398624248453208,490155714.8343598,109.75193225301452
1,ECOM B2B|FP|Regular,16.942962522418966,601304496.3246143,60.363867531939874
