H,series_id,MAE,MAPE,sMAPE
1,Canteen|CKM|Regular,20.65052835342177,14.708080035107152,15.247372278526274
1,Canteen|3 Jars|Regular,112.51658216313882,23.16233663746817,26.650437490194562
1,Website|CKM|Regular,21.225666978171017,26.636161789948847,24.796932004387248
1,GT|3 Jars|Regular,349.28237015222203,31.51522608337129,30.19697933708865
1,ECOM B2B|2 Jars|Regular,317.51734295222263,32.167145752965105,35.26635914920418
1,Website|FP|Regular,10.955592984277182,34.919747366681044,30.218841298646314
1,MT|2 Jars|Regular,273.1636451157012,35.5642285864727,34.1950424317961
1,ECOM B2C|2 Jars|Regular,130.48959925399538,37.05470376468966,30.89776192730051
1,ECOM B2B|1 Jar|Regular,480.4653919708831,40.549074300817615,59.27530786446829
1,ECOM B2B|2 Jars|Key Account,959.8681565265755,43.99688678267737,37.305292704539724
1,MT|Thunder|Regular,25.463205992137762,45.301388323086805,44.92978631998905
1,Canteen|2 Jars|Regular,680.8021805264613,45.517918754794785,45.08880166463082
1,GT|2 Jars|Regular,1968.6816543761236,47.188117483865916,46.33408994706887
1,EBO|Thunder|Regular,6.6931307382853005,47.28907737017627,60.631067140938036
1,GT|NB Smart 2 Jar|Regular,27.68297897911677,47.87156594567626,36.79556884708184
1,ECOM B2B|1 Jar|Top Account,800.2077084484578,48.48503587397623,40.05065417596156
1,DTH|2 Jars|Regular,299.42790584340133,49.16325133006275,67.59837347246817
1,Website|2 Jars|Regular,68.6110745123503,50.38159008306873,35.48340269022604
1,ECOM B2C|FP|Regular,24.54998344784258,52.29385275427174,40.8137276238489
1,MT|CKM|Key Account,1719.9028435397079,53.22934261773621,60.946329668762345
1,EBO|NB Smart CKM|Regular,8.319392595174412,54.551102385779124,47.77901040607438
1,Website|Thunder|Regular,5.363771135646644,55.99640236620078,48.101342780763005
1,EBO|NB Smart 2 Jar|Regular,6.9520771241713035,57.19380841362628,42.55241199390893
1,MT|3 Jars|Key Account,828.0255056786891,59.87437451658288,65.98326430076592
1,EBO|Storm|Regular,14.10557155955702,64.89531273297143,47.98998338996736
1,ECOM B2B|CKM|Key Account,213.93763485036376,69.23217480387044,63.825895121783326
1,ECOM B2B|2 Jars|Top Account,1284.2391016818585,70.82292229318443,56.9283668509739
1,EBO|2 Jars|Regular,307.97438341151525,71.10048179470084,60.29538795619616
1,ECOM B2C|CKM|Regular,66.35965202393305,74.3215606475493,59.05910860616661
1,Website|NB Smart CKM|Regular,6.488380005501589,75.29805124245944,56.40195029792869
1,ECOM B2B|1 Jar|Key Account,1520.7418992795858,75.57198818334413,53.982843257110055
1,CG|CKM|Key Account,106.3722473795904,81.40247628194777,70.60614878174269
1,MT|2 Jars|Top Account,708.0288364602815,82.14966878214597,65.36352445001828
1,MT|2 Jars|Key Account,871.5450265164595,84.83244159827672,64.56818164902644
1,MT|1 Jar|Top Account,4674.164714662955,87.92582688131785,65.38324989831878
1,CG|2 Jars|Regular,1560.9831170530758,88.05430465770874,64.70957986933725
1,Website|1 Jar|Regular,51.21512520148699,89.74945730129802,62.0002374622853
1,MT|CKM|Regular,463.33012008023275,89.8298067045531,68.85244405461268
1,Website|3 Jars|Regular,32.129405750285414,93.77205982515194,59.33468642264154
1,ECOM B2B|NB Smart CKM|Top Account,37.45541772722461,94.60503145497657,59.00106409859759
1,GT|CKM|Regular,324.0152239654462,95.27496559881973,53.627227124915244
1,MT|NB Smart 2 Jar|Regular,72.6749685626539,98.72085806034072,64.91592665734234
1,MT|NB Smart CKM|Regular,62.96380224551385,108.07528136665454,98.91599690704388
1,MT|NB Smart 2 Jar|Key Account,124.34633231476504,114.97946282423308,60.113701513691765
1,ECOM B2B|3 Jars|Top Account,178.49111672830568,116.32192922566628,49.53621141062561
1,ECOM B2C|3 Jars|Regular,77.6967013419963,123.858725281066,70.82969758080468
1,EBO|NB Smart 3 Jar|Regular,7.45866804248696,125.3019261673734,48.19483470841596
1,Website|NB Smart 2 Jar|Regular,12.740947320685663,128.07448464066545,87.17087597889795
1,ECOM B2C|1 Jar|Regular,365.92594556526205,129.42659257213427,64.62147317586198
1,EBO|CKM|Regular,154.3795968280791,130.87885217506377,93.88720331609646
1,GT|1 Jar|Regular,2036.9869492764403,143.2835478568453,75.7842733819884
1,GT|Thunder|Regular,60.65740218625226,154.310594175264,93.6300057224703
1,EBO|3 Jars|Regular,213.51739271303987,156.19381126364732,89.30685535868385
1,ECOM B2B|3 Jars|Key Account,212.77149982965273,165.15060922464068,96.34243100108078
1,Website|NB Smart 3 Jar|Regular,6.229630446982076,193.31528349549706,87.21962544297354
1,ECOM B2C|Thunder|Regular,5.716714376136575,199.18266408180853,74.1637614928267
1,GT|NB Smart 3 Jar|Regular,42.160713159146844,201.0914950254759,83.2106656033566
1,Canteen|Thunder|Regular,8.501762662747536,201.41203158271898,84.31005408550304
1,CG|2 Jars|Key Account,2174.373361931572,207.6007616036267,116.0620339352846
1,DTH|NB Smart CKM|Regular,6.002798013132479,222.9485669426252,85.10986852873889
1,GT|FP|Regular,40.441374833177974,223.87464038361324,109.62850244008857
1,ECOM B2C|NB Smart 2 Jar|Regular,8.16932624262779,249.39679711255772,87.02509642157023
1,CG|1 Jar|Regular,1774.7697081463273,288.7546468173236,107.85580684220545
1,ECOM B2B|CKM|Regular,166.93478553112416,310.4139379574842,85.8431594888252
1,EBO|1 Jar|Regular,148.63549055575734,310.54272019919557,105.3822262986935
1,GT|2 Jars|Key Account,1896.1933328150888,328.9922540950673,94.59029790227221
1,DTH|3 Jars|Regular,15.79779859462495,344.4534517412615,102.17322049262178
1,MT|1 Jar|Regular,760.4493239587988,346.48357403760417,111.62374074755148
1,DTH|CKM|Regular,16.321692240728183,365.9582836223558,117.91020594542015
1,GT|CKM|Key Account,294.07909476899147,367.6977739546913,106.15917163203711
1,Canteen|NB Smart 2 Jar|Regular,14.228985134397108,374.9043477813017,85.88300933951882
1,ECOM B2B|CKM|Top Account,419.3325138652933,415.12729210916433,91.01099408049352
1,CG|FP|Regular,17.267669862957238,434.1560059699036,95.48512997792
1,DTH|NB Smart 2 Jar|Regular,12.872594796537578,502.39210331929957,108.32661659805127
1,Export|2 Jars|Regular,74.72914729281099,504.30827421936203,135.31963380449204
1,CG|NB Smart 2 Jar|Regular,180.25166458871797,543.3191322921082,153.62045030268038
1,CG|3 Jars|Regular,334.88414814337216,637.8112148953544,97.3478041400697
1,GT|NB Smart CKM|Regular,130.96738716951958,641.8762884065536,143.60092866306678
1,CG|CKM|Regular,516.7196270115315,713.4954132752656,107.19386838868823
1,ECOM B2B|3 Jars|Regular,210.19927067300077,720.8809472346243,122.75427586441545
1,MT|3 Jars|Regular,32.73646697850209,730.5618918082245,108.13208142260864
1,CG|NB Smart CKM|Regular,74.9776509049773,1599.406857724197,156.91422436480906
1,DTH|1 Jar|Regular,140.58360540988107,2136.3849735328827,125.3201171994441
1,GT|1 Jar|Key Account,1403.4167863428718,2522.7663304146295,92.24550653738147
1,MT|1 Jar|Key Account,791.29143114172,1137390.2329543708,164.31133852268422
1,CG|NB Smart 3 Jar|Key Account,25.730700749628426,1151004.6780415985,130.2600929311332
1,CG|3 Jars|Key Account,20.574108998026198,1326566.495561364,121.2287911270794
1,CG|1 Jar|Key Account,4019.3326615914266,1351266.66934933,171.4575247122901
1,Canteen|NB Smart 3 Jar|Regular,9.598416717220152,17074173.16615581,138.8939776462368
1,DTH|FP|Regular,5.412960396477988,19373319.62441582,157.30983657511138
1,Canteen|NB Smart CKM|Top Account,0.32719158254082337,32719158.254082337,200.0
1,Canteen|NB Smart CKM|Key Account,0.3273027869276192,32730278.692761924,200.0
1,EBO|NB Smart CKM|Top Account,0.32733241406779817,32733241.40677981,200.0
1,ECOM B2C|NB Smart CKM|Top Account,0.32744595048605407,32744595.048605412,200.0
1,EBO|NB Smart CKM|Key Account,0.3274979607757898,32749796.077578988,200.0
1,ECOM B2C|NB Smart CKM|Key Account,0.32757208075061917,32757208.075061917,200.0
1,Export|NB Smart CKM|Top Account,0.3276778594844178,32767785.94844179,200.0
1,Export|NB Smart CKM|Key Account,0.32778762831488223,32778762.831488222,200.0
1,Export|NB Smart 2 Jar|Top Account,0.3278512195532031,32785121.95532032,200.0
1,Export|NB Smart 2 Jar|Key Account,0.3279525127588119,32795251.275881186,200.0
1,DTH|NB Smart 2 Jar|Top Account,0.3279605080071822,32796050.800718214,200.0
1,DTH|NB Smart CKM|Top Account,0.3279639998432446,32796399.984324455,200.0
1,ECOM B2C|NB Smart 2 Jar|Top Account,0.3279779828425617,32797798.28425616,200.0
1,CG|NB Smart CKM|Top Account,0.3280484398064014,32804843.980640143,200.0
1,ECOM B2C|NB Smart 2 Jar|Key Account,0.3280879200412997,32808792.004129972,200.0
1,ECOM B2C|FP|Top Account,0.32808981636529944,32808981.63652994,200.0
1,MT|NB Smart CKM|Top Account,0.32809045005434,32809045.005434,200.0
